L2_pred,L2
0,808
1,1098
2,794
3,1385
4,1016
5,1085
6,658
7,928
8,1397
9,792
10,1835
11,937
12,1390
13,1250
14,781
15,994
16,1028
17,1393
18,1695
19,1301
20,764
21,738
22,1333
23,1092
24,1287
25,766
26,1777
27,885
28,931
29,741
30,932
31,1258
32,777
33,1076
34,764
35,1318
36,668
37,816
38,888
39,1030
40,1373
41,787
42,1450
43,862
44,768
45,886
46,891
47,937
48,1048
49,919
50,752
51,731
52,569
53,550
54,860
55,1396
56,985
57,861
58,912
59,881
60,567
61,1020
62,863
63,622
64,1316
65,580
66,735
67,741
68,908
69,1704
70,1020
71,736
72,794
73,1577
74,606
75,1369
76,1620
77,1491
78,594
79,1309
80,728
81,664
82,626
83,1802
84,918
85,1039
86,675
87,889
88,1120
89,954
90,940
91,1550
92,1059
93,1262
94,771
95,781
96,581
97,710
98,743
99,1192
