L2_pred,L2
0,1281
1,1256
2,857
3,833
4,917
5,772
6,1883
7,2421
8,1098
9,583
10,864
11,1204
12,667
13,1135
14,955
15,1432
16,1525
17,1357
18,739
19,873
20,1402
21,915
22,959
23,802
24,977
25,978
26,1047
27,819
28,1090
29,1098
30,1161
31,649
32,859
33,1328
34,980
35,1007
36,702
37,1238
38,1151
39,799
40,762
41,703
42,789
43,816
44,754
45,1215
46,1087
47,989
48,1071
49,1168
50,988
51,843
52,658
53,1261
54,1525
55,1253
56,1781
57,1827
58,1273
59,873
60,798
61,1239
62,1717
63,676
64,669
65,993
66,1123
67,827
68,1183
69,1531
70,933
71,1017
72,672
73,593
74,792
75,700
76,825
77,749
78,1085
79,816
80,1004
81,789
82,952
83,647
84,725
85,625
86,879
87,860
88,1135
89,845
90,563
91,693
92,1054
93,769
94,721
95,736
96,1058
97,718
98,1092
99,948
