L2_pred,L2
0,1427
1,1514
2,1216
3,1155
4,815
5,891
6,641
7,818
8,856
9,935
10,1438
11,1313
12,749
13,1419
14,684
15,607
16,661
17,742
18,825
19,656
20,806
21,1175
22,1982
23,893
24,981
25,1300
26,1012
27,1736
28,1518
29,587
30,918
31,841
32,1097
33,1697
34,603
35,786
36,934
37,1015
38,1217
39,1338
40,598
41,910
42,715
43,705
44,679
45,720
46,1419
47,781
48,937
49,693
50,1076
51,1396
52,1796
53,934
54,1146
55,1007
56,1010
57,1953
58,785
59,749
60,683
61,901
62,1080
63,688
64,1025
65,907
66,1261
67,815
68,885
69,825
70,716
71,768
72,660
73,821
74,1453
75,1832
76,1052
77,707
78,857
79,724
80,950
81,1138
82,1027
83,622
84,976
85,812
86,1385
87,1180
88,856
89,1644
90,890
91,815
92,680
93,1473
94,629
95,1182
96,719
97,721
98,929
99,905
