model_times,model_recall
0.100442,0.107800
0.161749,0.117067
0.417320,0.133167
0.656867,0.142500
1.156339,0.157267
2.137983,0.350467
2.672445,0.543633
2.756206,0.797200
2.766246,0.854200
2.785072,0.918567
2.805704,0.963533
