model_times,model_recall
0.045340,0.173400
0.060942,0.216333
0.109803,0.291600
0.152679,0.332233
0.249173,0.392333
0.842053,0.606333
1.185328,0.731267
1.425184,0.846767
1.526446,0.902800
1.635921,0.955000
1.692477,0.984000
