model_times,model_recall
0.010474,0.163833
0.011911,0.198967
0.012563,0.256067
0.013671,0.289333
0.014896,0.333567
0.029167,0.517167
0.050181,0.606867
0.111988,0.681067
0.208977,0.730700
0.427226,0.815033
0.696327,0.925600
