model_times,model_recall
0.005913,0.368733
0.006542,0.373200
0.006582,0.485900
0.007171,0.493500
0.007254,0.566667
0.008464,0.614133
0.010936,0.708833
0.019062,0.819767
0.028587,0.878667
0.050197,0.946100
0.072220,0.983900
