model_times,model_recall
0.022927,0.038300
0.023729,0.041200
0.028942,0.050633
0.035809,0.059233
0.053167,0.078167
0.220778,0.186533
0.484929,0.278500
1.133142,0.401033
1.514168,0.492667
1.530228,0.681367
1.550541,0.860300
