model_times,model_recall
0.021060,0.038633
0.021814,0.041700
0.026492,0.051800
0.032536,0.060833
0.048237,0.080767
0.188197,0.189000
0.397262,0.280500
0.899940,0.400800
1.178290,0.495400
1.193462,0.679867
1.212907,0.859500
