model_times,model_recall
0.036493,0.198833
0.048490,0.242967
0.083428,0.324500
0.111789,0.361800
0.174080,0.418900
0.532756,0.610600
0.743788,0.722433
0.912464,0.835233
0.989757,0.892333
1.074783,0.942300
1.132512,0.975000
