model_times,model_recall
0.071456,0.122267
0.107741,0.128800
0.266738,0.144067
0.437227,0.151300
0.889903,0.160433
1.779028,0.500667
1.785788,0.687900
1.794284,0.799800
1.802750,0.849567
1.818734,0.909700
1.837228,0.958233
