model_times,model_recall
0.009307,0.233900
0.010441,0.278300
0.010983,0.350000
0.011654,0.400733
0.012572,0.459233
0.022560,0.710500
0.035376,0.809533
0.065013,0.890067
0.101749,0.923633
0.201594,0.959567
0.386528,0.983500
