model_times,model_recall
0.005129,0.328100
0.005508,0.416600
0.005664,0.506867
0.005869,0.564067
0.006009,0.614767
0.006245,0.661700
0.006735,0.745033
0.007656,0.832567
0.008414,0.881133
0.009832,0.943533
0.011574,0.976000
