L2_pred,L2
0,910
1,1068
2,775
3,801
4,989
5,1558
6,830
7,1370
8,634
9,992
10,1458
11,710
12,700
13,1125
14,717
15,1528
16,1091
17,735
18,653
19,881
20,675
21,1046
22,1317
23,744
24,1698
25,741
26,811
27,921
28,825
29,671
30,1261
31,796
32,649
33,1527
34,989
35,895
36,1207
37,1274
38,743
39,1262
40,974
41,605
42,985
43,570
44,844
45,1294
46,450
47,903
48,1401
49,895
50,690
51,1595
52,1117
53,1125
54,962
55,1397
56,1226
57,1265
58,632
59,755
60,1324
61,563
62,1071
63,807
64,1135
65,1121
66,656
67,1073
68,854
69,1131
70,932
71,686
72,1269
73,665
74,911
75,1092
76,798
77,1716
78,864
79,626
80,788
81,841
82,1149
83,750
84,1853
85,1013
86,1460
87,1079
88,1339
89,917
90,978
91,726
92,764
93,901
94,945
95,1329
96,1178
97,1042
98,706
99,1686
