L2_pred,L2
0,952
1,959
2,1310
3,660
4,605
5,703
6,745
7,1213
8,1085
9,1104
10,1036
11,2275
12,694
13,725
14,797
15,1912
16,1084
17,599
18,1169
19,877
20,1095
21,764
22,595
23,769
24,1099
25,1386
26,930
27,616
28,976
29,1177
30,2037
31,1177
32,686
33,1107
34,1095
35,904
36,1119
37,948
38,621
39,900
40,791
41,857
42,828
43,1129
44,1006
45,1217
46,1080
47,1321
48,1413
49,669
50,911
51,724
52,1877
53,1485
54,1007
55,1103
56,1212
57,966
58,612
59,949
60,1024
61,830
62,778
63,953
64,818
65,915
66,1234
67,760
68,1014
69,725
70,680
71,920
72,1241
73,769
74,1263
75,1388
76,1603
77,769
78,1033
79,659
80,996
81,863
82,1892
83,654
84,1040
85,843
86,919
87,1106
88,713
89,789
90,1256
91,1102
92,854
93,599
94,735
95,700
96,1372
97,771
98,944
99,814
