L2_pred,L2
0,804
1,651
2,983
3,1587
4,824
5,796
6,1348
7,1140
8,1169
9,1525
10,749
11,849
12,1275
13,680
14,834
15,854
16,660
17,868
18,778
19,996
20,930
21,957
22,1092
23,770
24,873
25,878
26,1548
27,1200
28,932
29,724
30,1256
31,653
32,1108
33,778
34,742
35,950
36,577
37,712
38,1550
39,955
40,891
41,733
42,1103
43,1401
44,1022
45,1673
46,1376
47,1808
48,803
49,783
50,1693
51,722
52,1098
53,956
54,877
55,864
56,984
57,1071
58,1053
59,1148
60,1061
61,1123
62,1214
63,717
64,944
65,721
66,870
67,1320
68,1054
69,744
70,892
71,1174
72,1170
73,801
74,1066
75,920
76,738
77,828
78,585
79,1590
80,705
81,1086
82,1326
83,1272
84,685
85,1141
86,802
87,1287
88,675
89,614
90,684
91,835
92,963
93,824
94,1130
95,781
96,1941
97,1144
98,892
99,1067
