L2_pred,L2
0,700
1,1121
2,949
3,857
4,858
5,768
6,1173
7,716
8,1413
9,1222
10,957
11,604
12,802
13,1087
14,1031
15,1070
16,695
17,1522
18,1032
19,1002
20,747
21,1005
22,1382
23,1350
24,1148
25,668
26,1119
27,692
28,645
29,1200
30,687
31,747
32,1013
33,796
34,1142
35,836
36,951
37,882
38,838
39,791
40,1663
41,705
42,841
43,681
44,1178
45,1575
46,965
47,1770
48,919
49,1502
50,904
51,1166
52,1188
53,811
54,844
55,724
56,1041
57,726
58,1578
59,924
60,646
61,940
62,1456
63,674
64,740
65,1143
66,709
67,1021
68,771
69,708
70,900
71,927
72,672
73,949
74,989
75,1087
76,1348
77,724
78,740
79,993
80,1272
81,620
82,692
83,672
84,1185
85,806
86,904
87,693
88,752
89,1276
90,1385
91,1309
92,615
93,1316
94,898
95,1651
96,2267
97,1022
98,1758
99,847
