L2_pred,L2
0,754
1,1344
2,1189
3,665
4,784
5,962
6,1049
7,1041
8,1036
9,765
10,1021
11,1053
12,1079
13,1058
14,1242
15,791
16,800
17,1252
18,1156
19,1507
20,1119
21,1511
22,984
23,1114
24,650
25,978
26,880
27,722
28,888
29,837
30,902
31,1508
32,1491
33,1438
34,1077
35,679
36,1958
37,927
38,1667
39,1320
40,1013
41,1276
42,974
43,1136
44,1895
45,784
46,900
47,666
48,838
49,1343
50,604
51,765
52,857
53,794
54,875
55,810
56,982
57,1097
58,676
59,1119
60,850
61,726
62,805
63,770
64,1077
65,771
66,793
67,739
68,976
69,1092
70,1304
71,2234
72,1074
73,637
74,995
75,958
76,798
77,796
78,925
79,592
80,1083
81,923
82,1918
83,863
84,583
85,622
86,1223
87,982
88,742
89,943
90,951
91,715
92,1228
93,1004
94,708
95,893
96,768
97,755
98,576
99,1006
