L2_pred,L2
0,947
1,647
2,669
3,989
4,666
5,1152
6,918
7,655
8,1013
9,977
10,807
11,982
12,1354
13,1441
14,1124
15,882
16,1208
17,1036
18,627
19,949
20,1318
21,989
22,836
23,584
24,1339
25,790
26,806
27,1005
28,808
29,1566
30,1382
31,817
32,964
33,1334
34,1557
35,1947
36,1572
37,989
38,750
39,1057
40,784
41,609
42,1022
43,747
44,1310
45,574
46,1466
47,1478
48,752
49,1351
50,831
51,666
52,688
53,903
54,767
55,615
56,664
57,1126
58,732
59,953
60,785
61,1240
62,579
63,1143
64,631
65,793
66,1260
67,1629
68,675
69,559
70,722
71,854
72,704
73,667
74,757
75,762
76,1628
77,1491
78,857
79,1545
80,1106
81,699
82,1136
83,1068
84,1530
85,1081
86,1126
87,1110
88,1472
89,1088
90,1287
91,1079
92,799
93,756
94,734
95,830
96,869
97,601
98,761
99,2096
