L2_pred,L2
0,964
1,953
2,592
3,804
4,692
5,971
6,651
7,649
8,920
9,1177
10,1336
11,2211
12,711
13,1817
14,927
15,713
16,1342
17,1712
18,901
19,760
20,1316
21,935
22,788
23,1027
24,681
25,677
26,1141
27,951
28,598
29,837
30,755
31,1119
32,803
33,887
34,1285
35,2041
36,904
37,806
38,802
39,696
40,716
41,1273
42,731
43,1067
44,659
45,877
46,743
47,926
48,828
49,1219
50,903
51,1033
52,1063
53,1159
54,901
55,907
56,766
57,763
58,1039
59,1335
60,1127
61,1408
62,1127
63,817
64,2227
65,803
66,1136
67,598
68,1016
69,831
70,911
71,939
72,816
73,1175
74,857
75,1310
76,787
77,1261
78,946
79,638
80,1041
81,869
82,1082
83,609
84,590
85,1441
86,1836
87,783
88,1538
89,918
90,748
91,959
92,1032
93,1022
94,1409
95,727
96,721
97,1222
98,1155
99,808
