L2_pred,L2
0,1571
1,606
2,740
3,625
4,952
5,938
6,944
7,773
8,1819
9,842
10,899
11,1057
12,618
13,943
14,1321
15,898
16,1009
17,1303
18,635
19,1259
20,791
21,809
22,669
23,1275
24,1694
25,1026
26,789
27,583
28,788
29,1196
30,765
31,731
32,820
33,1477
34,887
35,1202
36,597
37,1698
38,1174
39,954
40,849
41,1064
42,720
43,1333
44,1101
45,1140
46,663
47,914
48,1435
49,746
50,1234
51,691
52,1065
53,2061
54,721
55,1039
56,921
57,1326
58,1021
59,906
60,677
61,656
62,658
63,747
64,1030
65,888
66,859
67,975
68,1412
69,1211
70,736
71,1234
72,1216
73,1066
74,927
75,696
76,741
77,1219
78,1213
79,827
80,776
81,520
82,848
83,1423
84,624
85,937
86,1007
87,916
88,868
89,1116
90,1252
91,1373
92,1658
93,1121
94,975
95,939
96,893
97,1152
98,1052
99,935
