L2_pred,L2
0,913
1,636
2,901
3,853
4,1055
5,852
6,1100
7,1562
8,1226
9,964
10,1077
11,1561
12,730
13,684
14,888
15,868
16,697
17,1723
18,778
19,1152
20,837
21,1373
22,1317
23,811
24,575
25,789
26,867
27,966
28,848
29,855
30,1135
31,811
32,1093
33,1176
34,1006
35,964
36,908
37,1149
38,644
39,1051
40,636
41,655
42,1065
43,815
44,1403
45,1751
46,1040
47,987
48,996
49,698
50,749
51,1011
52,769
53,698
54,1126
55,723
56,636
57,1627
58,1213
59,1128
60,1517
61,692
62,1531
63,1232
64,870
65,725
66,558
67,672
68,777
69,1406
70,758
71,1247
72,1676
73,830
74,1541
75,680
76,1431
77,1065
78,668
79,1121
80,1006
81,814
82,1984
83,810
84,635
85,1719
86,605
87,580
88,1469
89,852
90,881
91,836
92,1035
93,1135
94,1262
95,1182
96,768
97,629
98,795
99,885
