L2_pred,L2
0,1123
1,773
2,1359
3,2370
4,867
5,1169
6,1144
7,1299
8,1099
9,961
10,931
11,1126
12,1459
13,909
14,829
15,1588
16,1134
17,1048
18,795
19,807
20,1190
21,1127
22,741
23,676
24,732
25,836
26,774
27,816
28,826
29,2554
30,647
31,895
32,685
33,706
34,722
35,952
36,937
37,1165
38,774
39,809
40,1031
41,909
42,695
43,1047
44,1101
45,696
46,1104
47,1018
48,834
49,1036
50,998
51,866
52,1490
53,1040
54,1039
55,795
56,710
57,1102
58,1025
59,1376
60,765
61,1074
62,869
63,714
64,1187
65,1316
66,713
67,889
68,1371
69,1143
70,595
71,1141
72,1124
73,1136
74,1070
75,901
76,2057
77,807
78,792
79,1342
80,1109
81,693
82,875
83,1084
84,782
85,737
86,869
87,1103
88,902
89,652
90,786
91,865
92,629
93,801
94,671
95,1308
96,782
97,1026
98,1108
99,946
