L2_pred,L2
0,1330
1,866
2,1047
3,1378
4,767
5,1497
6,905
7,623
8,867
9,823
10,1250
11,1074
12,1046
13,915
14,780
15,988
16,1155
17,1170
18,994
19,775
20,2063
21,983
22,841
23,1077
24,907
25,880
26,932
27,1691
28,1539
29,1031
30,722
31,674
32,737
33,1269
34,780
35,910
36,817
37,900
38,663
39,681
40,772
41,835
42,929
43,938
44,1096
45,1010
46,785
47,873
48,1139
49,653
50,661
51,1231
52,903
53,696
54,1418
55,703
56,927
57,621
58,911
59,1025
60,631
61,872
62,1168
63,1498
64,676
65,1214
66,1207
67,790
68,745
69,703
70,1314
71,1108
72,947
73,1430
74,781
75,891
76,794
77,720
78,843
79,868
80,720
81,1365
82,1030
83,933
84,2076
85,1818
86,896
87,827
88,944
89,953
90,944
91,1007
92,673
93,869
94,1840
95,765
96,1105
97,1126
98,1286
99,1150
