L2_pred,L2
0,502
1,974
2,1072
3,818
4,828
5,712
6,1322
7,637
8,899
9,955
10,757
11,668
12,1085
13,621
14,1135
15,656
16,804
17,1424
18,699
19,750
20,822
21,899
22,1302
23,700
24,885
25,1051
26,969
27,1294
28,591
29,810
30,974
31,703
32,850
33,659
34,1007
35,657
36,913
37,816
38,744
39,970
40,921
41,1461
42,817
43,1065
44,1083
45,928
46,1517
47,1694
48,1320
49,1006
50,1101
51,743
52,939
53,682
54,1376
55,1361
56,946
57,1184
58,565
59,1414
60,1318
61,1027
62,1158
63,968
64,921
65,1146
66,723
67,1062
68,1479
69,1865
70,1187
71,1023
72,627
73,1005
74,1221
75,601
76,1017
77,768
78,1726
79,753
80,812
81,925
82,773
83,952
84,1353
85,736
86,1085
87,1218
88,1411
89,771
90,778
91,1104
92,1281
93,1284
94,1970
95,836
96,1024
97,847
98,1498
99,690
