L2_pred,L2
0,756
1,861
2,954
3,1048
4,852
5,937
6,1268
7,919
8,935
9,762
10,837
11,1218
12,677
13,1417
14,926
15,994
16,1010
17,977
18,737
19,639
20,737
21,1350
22,1093
23,688
24,1370
25,947
26,728
27,815
28,1181
29,1250
30,1189
31,1138
32,1149
33,649
34,1773
35,1276
36,571
37,703
38,1006
39,1082
40,1057
41,652
42,1371
43,960
44,832
45,1013
46,584
47,2162
48,1155
49,838
50,1152
51,1257
52,838
53,913
54,665
55,949
56,644
57,998
58,719
59,793
60,776
61,1187
62,883
63,1191
64,764
65,898
66,907
67,1759
68,1180
69,1293
70,1640
71,868
72,731
73,1385
74,993
75,801
76,1255
77,1462
78,1145
79,993
80,918
81,697
82,965
83,1061
84,834
85,934
86,877
87,770
88,1491
89,910
90,606
91,1134
92,804
93,1021
94,1584
95,982
96,788
97,849
98,707
99,986
