L2_pred,L2
0,1112
1,849
2,1212
3,1043
4,940
5,1089
6,843
7,1094
8,1102
9,794
10,1198
11,1193
12,636
13,899
14,1052
15,535
16,897
17,998
18,915
19,1379
20,1016
21,2094
22,909
23,760
24,868
25,644
26,1316
27,932
28,1333
29,719
30,1881
31,956
32,681
33,1096
34,953
35,887
36,1038
37,875
38,849
39,772
40,792
41,1030
42,1247
43,1447
44,794
45,774
46,1068
47,686
48,901
49,717
50,950
51,871
52,905
53,894
54,795
55,1889
56,934
57,811
58,1321
59,786
60,656
61,1359
62,781
63,654
64,769
65,842
66,1090
67,1091
68,904
69,1219
70,1279
71,1207
72,1442
73,552
74,1074
75,695
76,814
77,826
78,1455
79,964
80,1550
81,923
82,1196
83,834
84,1483
85,800
86,1103
87,1037
88,1359
89,982
90,755
91,750
92,1021
93,1121
94,679
95,991
96,952
97,669
98,1162
99,989
