L2_pred,L2
0,657
1,1259
2,1182
3,735
4,1450
5,662
6,939
7,801
8,857
9,1275
10,854
11,1219
12,1157
13,631
14,1128
15,1059
16,1162
17,1583
18,669
19,810
20,1056
21,1003
22,1310
23,629
24,794
25,931
26,961
27,991
28,1123
29,1863
30,761
31,1383
32,1057
33,700
34,827
35,736
36,1650
37,751
38,951
39,660
40,838
41,875
42,930
43,837
44,1358
45,948
46,892
47,1338
48,1046
49,1253
50,879
51,1049
52,1998
53,801
54,770
55,969
56,966
57,927
58,827
59,720
60,964
61,1152
62,612
63,839
64,1500
65,723
66,762
67,1469
68,663
69,1079
70,1062
71,1216
72,870
73,1158
74,806
75,1166
76,1197
77,880
78,694
79,848
80,1077
81,849
82,1277
83,1024
84,951
85,1271
86,981
87,1215
88,738
89,1121
90,776
91,1104
92,870
93,674
94,871
95,921
96,787
97,1124
98,584
99,1678
