L2_pred,L2
0,787
1,804
2,1127
3,646
4,803
5,1134
6,938
7,1052
8,914
9,816
10,751
11,635
12,722
13,1389
14,952
15,1601
16,956
17,773
18,1012
19,829
20,814
21,716
22,801
23,811
24,1010
25,877
26,1505
27,844
28,1220
29,1101
30,619
31,1637
32,577
33,726
34,932
35,1017
36,819
37,1153
38,920
39,880
40,928
41,1622
42,1751
43,756
44,1024
45,847
46,778
47,950
48,926
49,937
50,1503
51,924
52,848
53,711
54,1085
55,834
56,998
57,1209
58,780
59,720
60,1315
61,969
62,1228
63,1204
64,888
65,1366
66,854
67,2239
68,1596
69,1134
70,1048
71,905
72,971
73,912
74,923
75,780
76,814
77,1018
78,887
79,1333
80,961
81,2018
82,1072
83,830
84,741
85,1190
86,606
87,914
88,1150
89,813
90,871
91,1107
92,970
93,854
94,633
95,1215
96,1383
97,1038
98,778
99,721
