L2_pred,L2
0,868
1,676
2,1066
3,1084
4,874
5,529
6,1003
7,838
8,686
9,1354
10,1189
11,1096
12,583
13,1214
14,958
15,1294
16,933
17,804
18,892
19,1059
20,1036
21,789
22,1087
23,1263
24,757
25,805
26,921
27,854
28,1020
29,1217
30,899
31,822
32,2145
33,1333
34,728
35,760
36,1266
37,866
38,1106
39,978
40,671
41,798
42,1451
43,922
44,952
45,1172
46,834
47,944
48,894
49,1037
50,807
51,1172
52,567
53,650
54,752
55,680
56,850
57,1156
58,693
59,1176
60,994
61,1198
62,1239
63,905
64,1089
65,701
66,945
67,698
68,1622
69,1260
70,855
71,1098
72,1064
73,1209
74,1372
75,855
76,968
77,1046
78,793
79,934
80,1549
81,1000
82,1022
83,902
84,1109
85,713
86,1106
87,789
88,945
89,987
90,738
91,955
92,1037
93,1118
94,1363
95,833
96,983
97,1496
98,1947
99,733
