L2_pred,L2
0,860
1,995
2,831
3,1073
4,759
5,1038
6,1258
7,1203
8,1033
9,1015
10,658
11,797
12,857
13,570
14,853
15,861
16,801
17,1141
18,783
19,883
20,1024
21,1051
22,1148
23,945
24,1188
25,1069
26,1283
27,943
28,943
29,920
30,606
31,709
32,1407
33,1125
34,1457
35,1228
36,953
37,1052
38,1317
39,615
40,1548
41,743
42,810
43,1183
44,650
45,713
46,1379
47,1130
48,1595
49,946
50,712
51,861
52,921
53,731
54,1188
55,854
56,823
57,997
58,899
59,1133
60,1130
61,1354
62,845
63,723
64,1577
65,1235
66,832
67,1208
68,768
69,1028
70,1047
71,1006
72,907
73,907
74,1932
75,546
76,1015
77,1640
78,1017
79,682
80,1132
81,1060
82,1120
83,892
84,1084
85,1248
86,718
87,892
88,1020
89,513
90,1122
91,971
92,807
93,848
94,800
95,1801
96,1204
97,765
98,854
99,682
