L2_pred,L2
0,529
1,861
2,916
3,790
4,979
5,922
6,853
7,802
8,888
9,693
10,748
11,1542
12,843
13,799
14,1349
15,1314
16,620
17,1179
18,1307
19,1123
20,794
21,763
22,1209
23,753
24,772
25,681
26,1169
27,936
28,751
29,647
30,1095
31,656
32,847
33,855
34,628
35,867
36,950
37,1179
38,544
39,724
40,899
41,1107
42,909
43,1556
44,763
45,1013
46,913
47,980
48,614
49,1402
50,915
51,632
52,1022
53,1063
54,737
55,1384
56,1075
57,1045
58,822
59,767
60,1586
61,677
62,1060
63,1025
64,924
65,1052
66,703
67,1249
68,660
69,987
70,1163
71,1141
72,1193
73,1104
74,1087
75,668
76,1011
77,626
78,1034
79,985
80,929
81,840
82,1431
83,940
84,832
85,904
86,1402
87,1430
88,1026
89,1022
90,747
91,1181
92,839
93,1487
94,1202
95,1535
96,1092
97,1801
98,833
99,3097
