L2_pred,L2
0,1247
1,1079
2,1133
3,691
4,1071
5,816
6,779
7,772
8,895
9,1251
10,1165
11,728
12,827
13,659
14,1035
15,3117
16,917
17,898
18,690
19,786
20,1067
21,1224
22,967
23,611
24,896
25,1136
26,1242
27,1438
28,1229
29,724
30,1109
31,1346
32,1093
33,855
34,929
35,953
36,640
37,1190
38,858
39,636
40,749
41,955
42,962
43,1676
44,1161
45,743
46,901
47,863
48,986
49,646
50,775
51,737
52,1027
53,1096
54,1070
55,881
56,1017
57,846
58,1129
59,641
60,749
61,1733
62,1524
63,1127
64,904
65,1193
66,1083
67,847
68,1376
69,1168
70,1067
71,1104
72,965
73,660
74,620
75,1327
76,767
77,1371
78,769
79,1247
80,668
81,957
82,969
83,756
84,799
85,815
86,602
87,662
88,1028
89,952
90,970
91,1164
92,567
93,849
94,1303
95,1439
96,1141
97,1041
98,1242
99,915
