L2_pred,L2
0,1151
1,928
2,1030
3,857
4,1043
5,1366
6,866
7,778
8,840
9,831
10,1943
11,1434
12,967
13,956
14,916
15,982
16,1281
17,970
18,1055
19,809
20,891
21,594
22,772
23,695
24,757
25,971
26,1121
27,972
28,1094
29,1279
30,1429
31,891
32,865
33,1098
34,1598
35,1247
36,1865
37,860
38,1116
39,1072
40,769
41,834
42,1038
43,961
44,1409
45,688
46,673
47,630
48,892
49,580
50,662
51,1045
52,990
53,902
54,1072
55,872
56,983
57,819
58,885
59,947
60,1088
61,816
62,1871
63,1391
64,834
65,614
66,1180
67,1109
68,920
69,936
70,950
71,800
72,1211
73,1128
74,923
75,798
76,1024
77,901
78,846
79,742
80,1077
81,783
82,963
83,1070
84,960
85,963
86,965
87,859
88,1701
89,840
90,898
91,803
92,938
93,1493
94,740
95,656
96,941
97,713
98,1274
99,1440
