L2_pred,L2
0,1267
1,889
2,889
3,1058
4,903
5,634
6,935
7,1821
8,1260
9,1189
10,778
11,895
12,756
13,917
14,932
15,763
16,637
17,1304
18,755
19,1018
20,1286
21,1122
22,728
23,798
24,740
25,1000
26,708
27,1364
28,828
29,1584
30,809
31,980
32,792
33,814
34,985
35,770
36,1136
37,1527
38,927
39,885
40,1763
41,1229
42,934
43,1091
44,989
45,988
46,636
47,805
48,980
49,1128
50,716
51,885
52,787
53,750
54,1076
55,1307
56,975
57,726
58,1494
59,1636
60,787
61,1198
62,612
63,1101
64,928
65,821
66,748
67,992
68,1294
69,1536
70,938
71,1198
72,916
73,620
74,941
75,890
76,1149
77,1087
78,875
79,1119
80,1031
81,978
82,684
83,717
84,1186
85,1240
86,2037
87,860
88,780
89,818
90,750
91,751
92,2262
93,839
94,979
95,749
96,837
97,902
98,646
99,926
