model_times,model_recall
0.002570,0.374533
0.002614,0.463733
0.002635,0.574200
0.002658,0.635333
0.002679,0.679467
0.002712,0.741233
0.002796,0.839767
0.002943,0.923567
0.003066,0.955833
0.003265,0.984367
0.003474,0.997000
