model_times,model_recall
0.007133,0.305833
0.007962,0.374300
0.008392,0.440433
0.008742,0.491433
0.009107,0.528200
0.009544,0.572433
0.010576,0.644433
0.013289,0.738800
0.015686,0.789200
0.019458,0.870967
0.022822,0.949867
