model_times,model_recall
0.004437,0.345833
0.004727,0.426200
0.004891,0.488500
0.005057,0.528367
0.005229,0.559633
0.005567,0.608533
0.006191,0.663667
0.007063,0.733467
0.007544,0.790700
0.008555,0.876033
0.010171,0.955467
