model_times,model_recall
0.004835,0.343100
0.005097,0.415133
0.005230,0.501067
0.005381,0.546633
0.005486,0.584533
0.005638,0.629500
0.006071,0.712300
0.007008,0.804367
0.007900,0.856400
0.009315,0.916700
0.010834,0.964133
