model_times,model_recall
0.005575,0.059700
0.005601,0.080000
0.005728,0.096633
0.006121,0.108467
0.006553,0.120533
0.006776,0.143933
0.007878,0.224900
0.009984,0.362100
0.011855,0.477033
0.014870,0.665867
0.016701,0.851200
