L2_pred,L2
0,1499
1,1656
2,722
3,992
4,775
5,1172
6,723
7,784
8,1186
9,744
10,701
11,713
12,818
13,934
14,1048
15,822
16,1335
17,1013
18,1075
19,1135
20,781
21,1128
22,1020
23,872
24,1193
25,998
26,920
27,850
28,857
29,982
30,602
31,1060
32,1428
33,968
34,1021
35,1073
36,957
37,1061
38,1127
39,922
40,730
41,896
42,808
43,771
44,1219
45,895
46,980
47,1031
48,1137
49,799
50,940
51,1500
52,753
53,1109
54,1144
55,742
56,769
57,936
58,576
59,1299
60,477
61,754
62,826
63,905
64,860
65,1275
66,955
67,721
68,1120
69,1092
70,829
71,778
72,679
73,1316
74,1190
75,1009
76,2156
77,1219
78,961
79,1174
80,1055
81,923
82,3165
83,872
84,777
85,582
86,1009
87,1046
88,709
89,833
90,1074
91,698
92,969
93,1003
94,693
95,1451
96,1393
97,866
98,953
99,932
