L2_pred,L2
0,1131
1,993
2,1253
3,1034
4,1263
5,719
6,663
7,1720
8,656
9,1374
10,987
11,687
12,806
13,907
14,1359
15,670
16,1218
17,747
18,1218
19,934
20,1251
21,1035
22,858
23,927
24,844
25,888
26,957
27,770
28,897
29,830
30,1159
31,823
32,916
33,1032
34,1027
35,927
36,671
37,897
38,1086
39,751
40,877
41,958
42,982
43,758
44,1379
45,1073
46,981
47,1166
48,936
49,2022
50,809
51,861
52,738
53,707
54,939
55,847
56,1048
57,767
58,830
59,1040
60,1193
61,1101
62,2031
63,849
64,957
65,564
66,1247
67,747
68,994
69,825
70,1147
71,688
72,980
73,767
74,888
75,848
76,926
77,1194
78,978
79,852
80,1879
81,813
82,1039
83,1002
84,650
85,1008
86,1523
87,1487
88,699
89,1367
90,769
91,1338
92,984
93,974
94,842
95,1280
96,871
97,910
98,1108
99,1078
