L2_pred,L2
0,719
1,872
2,878
3,898
4,746
5,1222
6,1122
7,977
8,753
9,865
10,1102
11,1468
12,706
13,761
14,851
15,842
16,1832
17,777
18,1698
19,987
20,1147
21,748
22,1169
23,1295
24,990
25,1335
26,893
27,817
28,1975
29,913
30,1234
31,804
32,1157
33,777
34,1108
35,831
36,1080
37,1022
38,969
39,824
40,1096
41,1031
42,1128
43,739
44,1011
45,906
46,591
47,897
48,1128
49,1060
50,1035
51,711
52,1190
53,1335
54,2239
55,751
56,927
57,755
58,1019
59,645
60,695
61,1201
62,659
63,1861
64,984
65,710
66,742
67,849
68,902
69,917
70,639
71,627
72,755
73,1014
74,940
75,1085
76,799
77,931
78,920
79,1106
80,970
81,804
82,1091
83,1126
84,1014
85,850
86,977
87,973
88,736
89,1085
90,1653
91,731
92,1133
93,1180
94,754
95,1050
96,1036
97,1508
98,701
99,934
