L2_pred,L2
0,706
1,750
2,763
3,965
4,777
5,955
6,724
7,1044
8,839
9,1261
10,939
11,633
12,909
13,1543
14,1230
15,645
16,1406
17,1085
18,1399
19,815
20,1227
21,819
22,1000
23,883
24,1238
25,931
26,912
27,1033
28,674
29,747
30,657
31,989
32,1410
33,964
34,762
35,885
36,822
37,876
38,1173
39,907
40,914
41,2893
42,733
43,1022
44,1502
45,787
46,961
47,794
48,963
49,758
50,1131
51,979
52,678
53,1123
54,1657
55,796
56,819
57,874
58,960
59,992
60,1063
61,1238
62,743
63,755
64,919
65,950
66,826
67,800
68,961
69,1771
70,794
71,737
72,1460
73,642
74,588
75,909
76,1200
77,786
78,893
79,577
80,1015
81,1179
82,1279
83,969
84,1181
85,1252
86,697
87,1003
88,871
89,903
90,1092
91,807
92,1853
93,1355
94,1154
95,751
96,1480
97,1052
98,849
99,1013
