L2_pred,L2
0,714
1,1441
2,1102
3,1350
4,809
5,1645
6,1087
7,1306
8,945
9,1320
10,839
11,907
12,840
13,838
14,1781
15,965
16,928
17,736
18,802
19,1381
20,848
21,698
22,667
23,1099
24,863
25,629
26,1179
27,941
28,1053
29,843
30,711
31,1023
32,962
33,992
34,884
35,1226
36,658
37,706
38,794
39,748
40,641
41,834
42,1182
43,1189
44,860
45,846
46,1043
47,843
48,1303
49,1418
50,855
51,1060
52,853
53,767
54,956
55,948
56,1344
57,726
58,699
59,964
60,682
61,1116
62,1011
63,1025
64,876
65,552
66,1236
67,2469
68,968
69,1045
70,1233
71,753
72,1669
73,826
74,1229
75,642
76,848
77,824
78,1208
79,1683
80,1258
81,2090
82,786
83,1106
84,979
85,712
86,1101
87,742
88,765
89,917
90,1070
91,907
92,1000
93,949
94,657
95,1144
96,811
97,691
98,1117
99,712
