L2_pred,L2
0,626
1,863
2,862
3,1468
4,1235
5,1054
6,1252
7,1248
8,1234
9,971
10,1403
11,744
12,1126
13,937
14,1122
15,870
16,819
17,626
18,967
19,995
20,1199
21,1011
22,820
23,1162
24,1365
25,765
26,1534
27,1234
28,1032
29,846
30,1183
31,977
32,1270
33,714
34,1292
35,1320
36,753
37,944
38,1517
39,803
40,1226
41,923
42,1905
43,1138
44,1002
45,1131
46,1229
47,868
48,1066
49,916
50,930
51,1078
52,786
53,609
54,979
55,794
56,1292
57,1756
58,1220
59,992
60,1149
61,797
62,962
63,746
64,964
65,705
66,965
67,1146
68,861
69,885
70,1069
71,855
72,795
73,975
74,1170
75,928
76,636
77,1176
78,626
79,1036
80,993
81,806
82,671
83,753
84,1171
85,783
86,967
87,871
88,923
89,1504
90,665
91,1191
92,840
93,633
94,557
95,668
96,1044
97,629
98,1019
99,863
