L2_pred,L2
0,891
1,921
2,1024
3,1320
4,1161
5,764
6,967
7,886
8,805
9,780
10,929
11,1447
12,945
13,1294
14,832
15,676
16,825
17,919
18,652
19,1041
20,1383
21,1056
22,833
23,714
24,1152
25,1103
26,660
27,857
28,897
29,990
30,1189
31,994
32,867
33,859
34,759
35,873
36,1108
37,1306
38,933
39,1136
40,890
41,1049
42,772
43,1079
44,990
45,889
46,902
47,1623
48,1768
49,1297
50,1076
51,646
52,934
53,878
54,988
55,1285
56,860
57,1254
58,815
59,800
60,730
61,734
62,796
63,999
64,998
65,2395
66,1183
67,856
68,1172
69,771
70,956
71,848
72,1638
73,906
74,820
75,1010
76,1054
77,1004
78,759
79,1162
80,788
81,851
82,759
83,641
84,1175
85,872
86,863
87,1046
88,741
89,804
90,901
91,1106
92,618
93,1420
94,1491
95,1076
96,652
97,1351
98,1537
99,974
