L2_pred,L2
0,1062
1,883
2,1147
3,1906
4,1134
5,944
6,895
7,1346
8,1032
9,1399
10,737
11,981
12,900
13,893
14,718
15,1382
16,1017
17,1448
18,1442
19,710
20,648
21,1311
22,781
23,1107
24,2682
25,622
26,1561
27,928
28,821
29,807
30,831
31,871
32,901
33,855
34,1482
35,967
36,758
37,1302
38,917
39,810
40,1025
41,885
42,661
43,929
44,700
45,933
46,1036
47,791
48,984
49,683
50,922
51,937
52,834
53,603
54,980
55,1269
56,776
57,765
58,1100
59,1080
60,1021
61,742
62,1025
63,1051
64,755
65,696
66,1547
67,760
68,985
69,1226
70,744
71,617
72,3068
73,1152
74,954
75,889
76,1216
77,978
78,951
79,659
80,829
81,1244
82,937
83,1085
84,1080
85,1013
86,682
87,1113
88,812
89,830
90,885
91,1525
92,767
93,798
94,631
95,747
96,736
97,810
98,872
99,737
