L2_pred,L2
0,929
1,985
2,973
3,991
4,1093
5,800
6,831
7,1155
8,1081
9,525
10,921
11,1105
12,1335
13,1480
14,1115
15,895
16,936
17,1119
18,653
19,1006
20,1122
21,1299
22,924
23,848
24,1276
25,617
26,715
27,876
28,1041
29,714
30,663
31,1282
32,1221
33,878
34,1955
35,844
36,755
37,1233
38,995
39,682
40,1259
41,764
42,1167
43,704
44,808
45,974
46,1975
47,1055
48,1208
49,1060
50,1051
51,759
52,1351
53,750
54,857
55,1116
56,832
57,1247
58,743
59,1044
60,681
61,945
62,694
63,751
64,649
65,1410
66,1084
67,805
68,1030
69,703
70,780
71,1017
72,898
73,1364
74,1067
75,626
76,1174
77,940
78,959
79,1665
80,1336
81,729
82,1529
83,868
84,720
85,877
86,837
87,975
88,764
89,974
90,678
91,750
92,666
93,866
94,1078
95,1320
96,1129
97,1072
98,950
99,2048
