L2_pred,L2
0,1024
1,1217
2,791
3,1107
4,929
5,1097
6,885
7,806
8,875
9,1011
10,881
11,854
12,1000
13,817
14,1892
15,993
16,695
17,1622
18,795
19,773
20,1077
21,960
22,983
23,799
24,963
25,957
26,843
27,1163
28,978
29,1337
30,1014
31,857
32,849
33,754
34,1266
35,747
36,741
37,813
38,737
39,983
40,2383
41,744
42,915
43,1586
44,1028
45,1158
46,791
47,973
48,1253
49,1313
50,958
51,893
52,926
53,1100
54,855
55,755
56,1322
57,653
58,1209
59,1068
60,909
61,687
62,883
63,1548
64,803
65,741
66,963
67,1166
68,631
69,845
70,967
71,576
72,805
73,915
74,744
75,1257
76,1130
77,859
78,1644
79,859
80,851
81,831
82,1026
83,1087
84,1511
85,1232
86,654
87,1075
88,2074
89,845
90,802
91,810
92,872
93,997
94,711
95,1141
96,796
97,968
98,984
99,1033
