L2_pred,L2
0,633
1,1094
2,875
3,689
4,857
5,658
6,931
7,1600
8,1022
9,1066
10,621
11,801
12,1150
13,802
14,1239
15,1243
16,936
17,1259
18,1107
19,1160
20,833
21,1270
22,851
23,863
24,2300
25,818
26,645
27,854
28,969
29,1002
30,876
31,922
32,1193
33,719
34,993
35,816
36,912
37,969
38,1467
39,809
40,1598
41,1531
42,794
43,872
44,996
45,729
46,1030
47,1000
48,918
49,919
50,731
51,864
52,889
53,767
54,993
55,957
56,913
57,1357
58,786
59,1236
60,818
61,1738
62,917
63,1064
64,1045
65,1064
66,975
67,1298
68,710
69,1284
70,1301
71,912
72,893
73,691
74,818
75,1219
76,1401
77,1484
78,836
79,1063
80,738
81,826
82,1010
83,1003
84,767
85,838
86,934
87,1265
88,1864
89,1000
90,621
91,1059
92,684
93,1099
94,604
95,761
96,1285
97,755
98,589
99,1063
