model_times,model_recall
0.007324,0.038067
0.007667,0.042833
0.008110,0.046667
0.008618,0.049833
0.009432,0.053933
0.022119,0.071633
0.029465,0.105900
0.029603,0.301667
0.029796,0.553733
0.030371,0.918933
0.031293,0.984333
