model_times,model_recall
0.009722,0.152767
0.011524,0.190033
0.013381,0.242533
0.014902,0.277933
0.017666,0.335033
0.028177,0.496033
0.036586,0.579300
0.051618,0.680200
0.065195,0.753000
0.078474,0.868533
0.081032,0.947267
