model_times,model_recall
0.005740,0.182467
0.006185,0.245733
0.006738,0.342733
0.007232,0.404000
0.008025,0.494567
0.011217,0.710033
0.013492,0.802800
0.016637,0.887333
0.019337,0.929667
0.023722,0.969367
0.028453,0.990267
