model_times,model_recall
0.020694,0.180767
0.024198,0.227000
0.032743,0.319333
0.039457,0.373933
0.053043,0.457867
0.127082,0.647833
0.200944,0.734033
0.321845,0.814233
0.418087,0.858467
0.559528,0.914400
0.683765,0.964667
