L2_pred,L2
0,1223
1,1043
2,790
3,1006
4,2196
5,884
6,993
7,938
8,661
9,721
10,893
11,847
12,994
13,858
14,1228
15,594
16,840
17,816
18,2397
19,723
20,870
21,840
22,767
23,961
24,1280
25,781
26,932
27,861
28,703
29,1498
30,1090
31,835
32,851
33,879
34,932
35,818
36,1080
37,813
38,1517
39,650
40,998
41,993
42,752
43,793
44,986
45,606
46,1272
47,930
48,886
49,654
50,1162
51,1503
52,701
53,810
54,555
55,1213
56,798
57,835
58,1886
59,868
60,1154
61,953
62,866
63,1789
64,979
65,1305
66,1137
67,1151
68,880
69,997
70,1086
71,1070
72,940
73,940
74,775
75,2042
76,475
77,1896
78,734
79,1987
80,526
81,1015
82,875
83,972
84,876
85,699
86,715
87,692
88,727
89,1440
90,672
91,787
92,682
93,1615
94,1036
95,1167
96,732
97,816
98,988
99,1008
