L2_pred,L2
0,1433
1,764
2,805
3,1079
4,1245
5,1205
6,632
7,1081
8,652
9,778
10,871
11,1063
12,800
13,1409
14,598
15,893
16,1181
17,1048
18,891
19,1276
20,810
21,894
22,935
23,677
24,857
25,1091
26,2478
27,651
28,1321
29,1511
30,671
31,1381
32,1130
33,1636
34,659
35,952
36,1055
37,761
38,741
39,964
40,906
41,2026
42,1120
43,662
44,684
45,551
46,1364
47,724
48,1109
49,949
50,803
51,922
52,1194
53,1049
54,748
55,1515
56,989
57,949
58,816
59,1459
60,791
61,970
62,878
63,714
64,689
65,525
66,1444
67,931
68,1025
69,728
70,741
71,1096
72,678
73,778
74,1657
75,1009
76,767
77,724
78,685
79,946
80,1677
81,818
82,792
83,1128
84,1038
85,1281
86,1234
87,1244
88,942
89,827
90,1351
91,1157
92,830
93,871
94,726
95,1007
96,1243
97,728
98,995
99,917
