L2_pred,L2
0,643
1,1002
2,1032
3,594
4,760
5,941
6,1059
7,1384
8,1100
9,744
10,1068
11,953
12,1191
13,1018
14,853
15,835
16,706
17,825
18,933
19,673
20,994
21,734
22,1653
23,1872
24,951
25,2154
26,953
27,638
28,1398
29,1172
30,1229
31,922
32,1190
33,791
34,1069
35,699
36,1231
37,915
38,751
39,1059
40,1192
41,793
42,780
43,773
44,734
45,616
46,1157
47,771
48,1276
49,862
50,742
51,954
52,1499
53,842
54,943
55,938
56,629
57,1641
58,637
59,631
60,1315
61,633
62,768
63,690
64,705
65,1000
66,1220
67,1073
68,645
69,1471
70,1244
71,845
72,717
73,879
74,1237
75,889
76,1319
77,1565
78,598
79,1537
80,1173
81,882
82,1039
83,789
84,716
85,707
86,1507
87,1462
88,1582
89,978
90,1037
91,974
92,1252
93,717
94,1011
95,1026
96,918
97,1194
98,584
99,1003
