L2_pred,L2
0,960
1,1640
2,860
3,1186
4,1029
5,746
6,972
7,1420
8,1064
9,753
10,920
11,632
12,654
13,802
14,507
15,797
16,677
17,600
18,804
19,870
20,1041
21,883
22,780
23,1844
24,1908
25,743
26,964
27,955
28,947
29,963
30,700
31,910
32,1192
33,1647
34,815
35,880
36,745
37,1030
38,1299
39,1871
40,1924
41,781
42,1034
43,647
44,629
45,578
46,886
47,1274
48,1153
49,686
50,695
51,1140
52,823
53,820
54,1034
55,1224
56,1305
57,649
58,1026
59,772
60,988
61,1283
62,885
63,1053
64,920
65,902
66,672
67,1289
68,856
69,783
70,1227
71,1042
72,678
73,854
74,1062
75,1153
76,2286
77,1070
78,1864
79,545
80,721
81,800
82,1424
83,784
84,841
85,1007
86,652
87,973
88,846
89,823
90,610
91,1927
92,639
93,1253
94,1283
95,890
96,1125
97,1066
98,1230
99,604
