L2_pred,L2
0,742
1,833
2,861
3,1099
4,787
5,761
6,1333
7,1321
8,658
9,664
10,926
11,1606
12,877
13,799
14,713
15,2293
16,991
17,1204
18,694
19,669
20,715
21,889
22,887
23,1099
24,685
25,1530
26,655
27,700
28,705
29,853
30,1516
31,2585
32,744
33,743
34,1626
35,825
36,1187
37,786
38,2503
39,944
40,649
41,1497
42,974
43,1603
44,1112
45,1046
46,1288
47,738
48,553
49,1594
50,1192
51,645
52,631
53,889
54,876
55,1056
56,1440
57,762
58,1128
59,716
60,763
61,725
62,975
63,1642
64,1449
65,1726
66,1415
67,931
68,1396
69,710
70,632
71,917
72,861
73,657
74,842
75,684
76,931
77,750
78,847
79,817
80,650
81,883
82,790
83,919
84,705
85,556
86,758
87,1005
88,592
89,1026
90,760
91,1513
92,1083
93,1111
94,896
95,1339
96,1134
97,893
98,516
99,804
