L2_pred,L2
0,1299
1,1113
2,777
3,1301
4,784
5,739
6,576
7,818
8,1006
9,890
10,848
11,1309
12,661
13,1058
14,781
15,1649
16,606
17,654
18,639
19,722
20,667
21,760
22,1045
23,1011
24,701
25,729
26,1084
27,918
28,954
29,892
30,1156
31,812
32,627
33,942
34,1242
35,827
36,1222
37,748
38,1135
39,1034
40,872
41,593
42,774
43,872
44,1064
45,951
46,829
47,1686
48,899
49,1203
50,940
51,1075
52,699
53,1094
54,1191
55,963
56,550
57,1433
58,1068
59,663
60,848
61,1166
62,959
63,1247
64,1357
65,1252
66,1731
67,1456
68,1066
69,870
70,836
71,1184
72,1925
73,1097
74,863
75,1009
76,1252
77,922
78,756
79,1042
80,744
81,745
82,2075
83,685
84,698
85,814
86,1076
87,1209
88,758
89,740
90,913
91,1242
92,1147
93,1262
94,1678
95,656
96,678
97,1998
98,839
99,1050
