L2_pred,L2
0,1386
1,751
2,1599
3,729
4,698
5,851
6,1018
7,687
8,570
9,1677
10,1085
11,1210
12,1155
13,992
14,875
15,796
16,725
17,1534
18,1030
19,1174
20,831
21,948
22,895
23,718
24,797
25,802
26,1180
27,1561
28,797
29,792
30,816
31,846
32,1010
33,919
34,983
35,967
36,762
37,761
38,2345
39,929
40,1096
41,916
42,952
43,1193
44,1284
45,921
46,701
47,978
48,863
49,801
50,1038
51,780
52,1098
53,689
54,627
55,995
56,1503
57,996
58,905
59,817
60,1079
61,714
62,822
63,1221
64,1315
65,805
66,983
67,924
68,929
69,620
70,1798
71,1153
72,1054
73,656
74,732
75,925
76,1048
77,696
78,503
79,1871
80,1433
81,1104
82,1189
83,807
84,878
85,704
86,527
87,917
88,1215
89,702
90,1526
91,976
92,920
93,1693
94,720
95,1532
96,559
97,1199
98,1379
99,818
