L2_pred,L2
0,2184
1,1030
2,1243
3,686
4,744
5,951
6,714
7,1159
8,720
9,794
10,735
11,932
12,958
13,1776
14,966
15,693
16,809
17,731
18,1112
19,1126
20,1026
21,945
22,875
23,1105
24,1584
25,847
26,899
27,1148
28,1150
29,1110
30,936
31,1273
32,889
33,655
34,843
35,1286
36,1603
37,798
38,1945
39,961
40,610
41,654
42,672
43,1523
44,833
45,595
46,659
47,853
48,695
49,734
50,741
51,1325
52,1071
53,992
54,897
55,947
56,940
57,1079
58,1010
59,1105
60,1231
61,903
62,766
63,1480
64,669
65,864
66,1088
67,1126
68,1234
69,682
70,804
71,602
72,1356
73,1350
74,935
75,878
76,1054
77,752
78,762
79,1124
80,1584
81,732
82,1066
83,1059
84,1050
85,806
86,941
87,606
88,1633
89,572
90,968
91,581
92,1343
93,1146
94,810
95,866
96,2627
97,675
98,656
99,743
