L2_pred,L2
0,715
1,1181
2,965
3,652
4,845
5,1402
6,898
7,551
8,607
9,996
10,806
11,1294
12,1415
13,892
14,718
15,1188
16,1349
17,916
18,769
19,984
20,1337
21,789
22,1167
23,804
24,639
25,766
26,768
27,1058
28,1130
29,824
30,713
31,1139
32,601
33,954
34,665
35,1335
36,876
37,1013
38,1829
39,1279
40,1222
41,761
42,1406
43,843
44,872
45,999
46,1497
47,816
48,841
49,875
50,724
51,1196
52,796
53,1079
54,922
55,1020
56,685
57,602
58,999
59,1061
60,1453
61,770
62,1320
63,978
64,1156
65,931
66,609
67,1079
68,939
69,1733
70,668
71,646
72,661
73,976
74,863
75,866
76,1217
77,693
78,1015
79,1442
80,804
81,1437
82,756
83,723
84,1017
85,969
86,868
87,1250
88,950
89,1367
90,655
91,1492
92,682
93,1024
94,816
95,775
96,682
97,1403
98,2581
99,1689
